unstructured_name,rx_norm,type
tab labetalol 200mg bd x 5/7,labetalol,Drug
IV KCl into 1pint to correct hypokalemia,potassium chloride,Drug
tab glimepiride 2mg bd x 1/12,glimepiride,Drug
sub cut  mixtard 8iu dly x 1/52,"insulin isophane, human",Drug
elica m,mometasone furoate / topical cream,Drug
Aldactone 50mg,spironolactone,Drug
gutt chloramphenicol gds,chloramphenicol,Drug
Pylorex TAB607,lansoprazole,Drug
Tabs Nitrofurantoin 100mg bd x 5/7,nitrofurantoin,Drug
hexahim,"diphtheria toxoid vaccine / hepatitis B surface antigen (isoform L), recombinant / acellular pertussis vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",Drug
Polygynax pessaries,"neomycin, polymyxin B, nystatin",Drug
0.5 ML dalteparin sodium 25000 UNT/ML Prefilled Syringe,dalteparin sodium,Drug
tab buscopan 20mg bd x24hrs,hyoscyamine,Drug
TABS BUSCOPAN 20MG  BD X7DAYS,hyoscyamine,Drug
iv phenobarbitone 130mg stat. Then 32mg every 12 hours for 24 hours,phenobarbital,Drug
Relev,naproxen,Drug
nebulise salbutamol 1.5mg alternate with 2.5mls normal saline 4hourly,"albuterol, sodium chloride",Drug
INO @ 0.5L/min,oxygen / inhalation,Drug
tabs labetalol 200mg bd for 1 month,labetalol,Drug
Tab Arthrotec I bd x 5/7,diclofenac sodium / misoprostol,Drug
apply calamine lotion bd on the hand,calamine,Drug
TABS ENCEPHABOL 200MG BD X 3/52,pyritinol dihydrochloride monohydrate,Drug
CIPRO-TN,"ciprofloxacin, tinidazole",Drug
10% D/W 130ml + 130mg quinine + 3ccbco,"glucose, quinine sulfate, vitamin B complex",Drug
Tabs Carbamazepine 200mg nocte (alternate days) x 10/7,carbamazepine,Drug
"GUTT OFLOXACIN QID BE ,",ofloxacin,Drug
"tabs pyrimethaimie 75mg stst,then35mgdly x3/52",pyrimethamine,Drug
Chloramphenicol eye drop 1 drop 6hrly x48hrs,chloramphenicol,Drug
5% D/W 160ml + 300mg quinine + 2cc Bco,"glucose, quinine sulfate, vitamin B complex",Drug
donepezil,donepezil,Drug
tabs vitamin b6 50mg 8hrlry x 1/52,pyridoxine,Drug
GUTT CIPTOFLOXACIN QID BE,ciprofloxacin hydrochloride,Drug
suspension albendazole 5 mls stat,albendazole,Drug
tab doxazocin 2mg dly x 1/12,doxazosin mesylate,Drug
tab rovastatin 40mg dly x 1/12,rosuvastatin,Drug
"ORS solution, 200mls PRN  tab loperamide 4mg stat, 2mg bd x 3/7  tab flagyl 400mg tds x 5/7  tab pcm 1g tds x 5/7  tab camosunate (adult) 1 tab bd x 3/7","Artesunate, Amodiaquine",Drug
tab moduretic i dly x 1/12.,amiloride hydrochloride / hydrochlorothiazide,Drug
02 by nasal prongs,oxygen / inhalation,Drug
im insulin 10iu stat.,insulin,Drug
ORS 155ML PER LOOSE STOOL,"glucose, potassium chloride, sodium chloride",Drug
TABS NEUROVITE FORTE 1 TAB DLY X 2/52,pyridoxine hydrochloride / thiamine hydrochloride / vitamin b12,Drug
tabs loartan 50mg + hct 12.5mg 1  dly x 1/52,losartan,Drug
KLOVINAL PESSARIES 1NOCTE X5/7,clotrimazole,Drug
tabs vasoprin 75mg daily x 1 month tab moduretic 1 daily x 1/12 Tab Nifedipine 20mg bd x1/12,amiloride hydrochloride / hydrochlorothiazide,Drug
ABF cream bd for 1 week,betamethasone /  clotrimazole /  neomycin,Drug
10% urea ointment,urea  topical ointment,Drug
tabs Dolometa B i b.d. x 10/7,diclofenac sodium / vitamin B complex,Drug
"Now Humulin 70/30 22iu AM, 12iu Pm","insulin, regular, human",Drug
Neurovite I daily,pyridoxine hydrochloride / thiamine hydrochloride / vitamin b12,Drug
Tabs Fesoltae ii bd x 1/12,ferrous sulfate,Drug
Tab Amlodipine 10mg dly x 1/12  Tab Lisinopril 10mg dly x 1/12  Tab Vasoprin 75mg dly x 1/12,aspirin,Drug
Tab Hyoscine 20mg stat,hyoscyamine,Drug
VIT D3,vitamin D,Drug
cough syrup 5mls bd x 5/7...orphensic 1g tds x 5/7...tab vit c 100mg tds x 5/7... tab loratadine 10mg bd x 5/7,"orphenadrine citrate, acetaminophen",Drug
sublingual ondasetron 8mg b.d x 2/7,ondansetron,Drug
syr lactulose 5ml t.d.sX2/7,lactulose,Drug
iv phenobarb 12.5mg stat,phenobarbital,Drug
Tabs    Ketoconazole Cream,ketoconazole,Drug
"IM pcm 600mg stat, IM Hyoscine 20mg stat,",hyoscyamine,Drug
tabs Dolometa,diclofenac sodium / vitamin B complex,Drug
syrup loperamide 2.5mls tds x 2/7,loperamide,Drug
KIV INTRANASAL O2 PRN,oxygen / inhalation,Drug
Antibacterial + Steroid Cream,gentamicin / prednisolone acetate,Drug
tab amitriptyline 25mg nocte x 1/52,amitriptyline hydrochloride,Drug
Tab salbutamol 4mg bd x 7/7,albuterol,Drug
acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,acetaminophen / dextromethorphan hydrobromide / guaifenesin / phenylephrine hydrochloride,Drug
clotrimazole vagina  pastries,clotrimazole,Drug
Tabss. Slow k 600mg tds x 1/52,potassium chloride,Drug
1.5mcg salbutamol + 125mg ipratropium 6hrly,albuterol / ipratropium bromide,Drug
tabs misoprostol sublingual 600mg 6hrly x 2 doses  tab fleming 625mg bd x 5/7,misoprostol,Drug
cap celebrex 200mg dly,celecoxib,Drug
tab amitryptilline 12.5mg nocte for 2 days,amitriptyline hydrochloride,Drug
Nebulize with 5mg salbutamol with 250mcg ipratropium bromide,albuterol / ipratropium bromide,Drug
GKI 5%D/S 500 + 5mmol of KCL,potassium chloride,Drug
ors drink prn for 2days,"glucose, potassium chloride, sodium chloride",Drug
"IV Rabeprazole 40mg stat, then Tab Rabeprazole 20mg bd x 1/52",rabeprazole,Drug
"IM Pentazocine 30mg stat, then 8hrly   IM Promethazine 25mg stat","pentazocine, promethazine",Drug
"lomotil 4mg stat, then 2mg per loose stool (dispense 8mg)",loperamide,Drug
"Tab PCM + Orphenadrine 11 tds x5/7,","orphenadrine citrate, acetaminophen",Drug
Tabs Nospa ii bd,homatropine hydrobromide,Drug
"tab. act 80/480mg bd x 3/7, tab ibuprofen 400mg bd x 5/7, tab azithromycin 500mg dly x 6/7",azithromycin,Drug
syr salbutamol 5mls bd x 3/7..,albuterol,Drug
tab doxycycline 100mg bd x 1/52;,doxycycline,Drug
benzocaine 15 MG Oral Lozenge,lidocaine,Drug
caps indocide 12,indomethacin,Drug
imiquimod 25 MG/ML Topical Cream,imiquimod,Drug
eusol dressing,boric acid,Drug
RETINAL,retinol acetate,Drug
tabs vasopril 75mg dly...........2/52,aspirin,Drug
sc lantos 26 units nocte x open,insulin glargine,Drug
tab aldactone 25mg dly 1/12,spironolactone,Drug
syrup asytmin 5mls bd x 1/12,ascorbic acid / cholecalciferol / folic acid / niacin / riboflavin / sodium fluoride / thiamine / vitamin a / vitamin b12 / vitamin b6 / vitamin e,Drug
NEBULIZE WITH 5MLS OF SALBUTAMOL NEBULES,albuterol,Drug
Atenolol 100mg,atenolol,Drug
Tabs Vit E 200mg daily,vitamin E,Drug
nterogermina 1 bd x3/7;,bacillus clausii,Drug
HPV VACCINE,"L1 protein, human papillomavirus type 33 vaccine",Drug
sc clexane 40mg alternate days,enoxaparin,Drug
IV QUININE 600 MG in 10% D/W  over 4hrs8 hrly,"glucose, quinine sulfate",Drug
Tabs Aldomet 250mg 8hrly x 24hrs,methyldopa,Drug
"im artemeter 45mg dly 2/7,                            im promethazine 6.25mg stat,                             Tab Cefuroxime 250mg b.d x 5/7,                               Tab loperamide 2mg stat, 2mg bd x 2/7,                               ORS",loperamide,Drug
Topical Gynotiocosid,tioconazole,Drug
Violini,albuterol,Drug
tab cocodamol 2 tab x 3/7,acetaminophen / codeine phosphate,Drug
tab losartan 25mg daily x 1 week,losartan,Drug
"IM T.T 0,5mls stat","tetanus toxoid vaccine, inactivated",Drug
IV Amikacin 26.5mg 12hrly,amikacin,Drug
mycoten insert i daily x 1/52,clotrimazole,Drug
tab loperamide 2mg start 2mg per each loos stool;,loperamide,Drug
permethrin 10 MG/ML Medicated Shampoo,permethrin,Drug
tab propanolol 20mg dly x 5/7,propranolol,Drug
NEBULIZE  2.5MG SALBUTAMOL BD X 48HRS,albuterol,Drug
tabs clindamycin 150mg 12hrly x 5/7,clindamycin,Drug
colomac solution,salicylic acid,Drug
Tabs Primolute 5mg TDS  x 5/7,norethindrone,Drug
"Tab flagyl 400mg tds x 5/7, tab loperamide 4mg stat, then 2mg per stool x 2/7",loperamide,Drug
IV MAGSULF 5G 6HRLY X 24HRS,magnesium sulfate,Drug
"Tabs Amoxicillin 500mg tds x 10/7, Tabs Clarythromycin 500mg bd x 10/7, Tabs Omeprazole 20mg bd x 10/7, Susp SuperMag 10mls tds x 10/7",clarithromycin,Drug
CURRENTLY ON TABS MODURETIC,amiloride hydrochloride / hydrochlorothiazide,Drug
calcitriol,calcitriol,Drug
commence INO2 3 Litres/min,oxygen / inhalation,Drug
neb with 2.5mg salbutamol with 2.5mls saline stat,"albuterol, sodium chloride",Drug
tab misoprostol 400microgram 12hrly *48hours,misoprostol,Drug
iv amikacin 304mg dly,amikacin,Drug
nebulise with 2.5mg salbutamol 6hourly,albuterol,Drug
folic acid i dly x 2/52,folic acid,Drug
tab tizanidine 2mg tds x 5/7  tab orphensic 1g tds x 5/7,tizanidine,Drug
TABS SEPTRIN 240MG BD X 1/52,sulfamethoxazole / trimethoprim,Drug
Osmotic 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet,metformin,Drug
tabs vasoprin 75mg daily x 1 month tab moduretic 1 daily x 1/12 Tab Nifedipine 20mg bd x1/12 Tab lisinopril 10mg daily x 1/12,aspirin,Drug
TAB IBUCAP 2 TDS 5/7 ;,acetaminophen / caffeine / ibuprofen,Drug
syr erythromycin 125mg (5mls) tds x 10/7,erythromycin,Drug
"IVF 5% 100mls D/W + 200mg of quinine loading dose, 100mg over 4 hours 8 hourly x 3 doses","glucose, quinine sulfate, vitamin B complex",Drug
TAB IVERMECTIN 1 WEEKLY X 2/52,ivermectin,Drug
ct tab doxycycline 100mg b.d,doxycycline,Drug
TCP solution,phenol,Drug
iv traxenamic acid 1g start,tranexamic acid,Drug
im ergot x 4 ampoules,ergotamine,Drug
"tab amlodipine 10mg dly x 1/1, tab lisinopril 5mg dly x 1/12, tab vasoprin 75mg dly x 1/12",aspirin,Drug
Cream Antisan,pyrilamine,Drug
GUTT MICROSOPT QID BE,dorzolamide / timolol,Drug
TAB TAMSULOSINE 0.4MG DLY,tamsulosin,Drug
iv Hyrocort 100mg strt,hydrocortisone acetate,Drug
"IM Ant-rabbies Vaccine  1ml, day 0, 3 , 7 and 14",rabies virus vaccine wistar strain PM-503-3M (human) / inactivated,Drug
syrup sodium valproate 140mls bd x 1/12,sodium valproate,Drug
levofloxacin daily x 1week,levofloxacin,Drug
TAB HYOSCINE 5 MG BD 3/7;,hyoscyamine,Drug
tab neurovite forte1 bd x 1/52,pyridoxine hydrochloride / thiamine hydrochloride / vitamin b12,Drug
Tab Ivermectin T stat,ivermectin,Drug
nebulization with 5mg salbutamol+5mls N/s,"albuterol, sodium chloride",Drug
Riconia,ascorbic acid / biotin / calcium pantothenate / folic acid / niacin / pyridoxine / riboflavin / thiamine mononitrate / vitamin b12,Drug
TABS ZINC GLUCONATE 10MG DLY X 12/7,zinc gluconate,Drug
Tab daonil i dly x 1/12,Glibenclamide,Drug
bongela for kids,choline salicylate,Drug
tab calcimax 2 daily x 2/52,calcium lactate,Drug
Tab Cytotec (Mistoprostol),misoprostol,Drug
dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment,dexamethasone / tobramycin,Drug
anusol suppositories i bd x 48hrs,zinc sulfate monohydrate,Drug
cytotec 2 tabs,misoprostol,Drug
PIRITONE COUGH SYRUP 5.5MLS BD FOR 5DAYS,chlorpheniramine maleate / dextromethorphan hydrobromide,Drug
5 ML atropine sulfate 0.1 MG/ML Prefilled Syringe,atropine sulfate / auto-injector,Drug
"neurogesic cream  Tab vit c 1000mg dly x 5/7  tab vit d 4000I.U dly x 1/52  tab ivermectin 12mg at day 0, 3 and 7 then bd x 3/7  tab zinc 50mg dly x 1/52",ivermectin,Drug
ORS: 50 MLS/LOOSE STOOL,"glucose, potassium chloride, sodium chloride",Drug
SYR CEFPODOXIME 9 MG BD 5/7,cefpodoxime,Drug
setraline,sertraline,Drug
syrup rhinathiol 5mls bd x 1/52 and tab vit c i tds x 1/52,carbocysteine,Drug
TAB Bromocriptine 1.25mg bd x 1/52,bromocriptine,Drug
FUNBACT A CREAAM APPLIED BD 1/52,"ketoconazole, clobetasol propionate, neomycin sulfate",Drug
tabs sumatriptan 50mg bd for 1 week,sumatriptan,Drug
"Syrup Morphine 15mls stat, then 10mls tds",morphine,Drug
tab traxenamic acid 1g daily x 2/7,tranexamic acid,Drug
im methoclopromide 10mg stat,metoclopramide hydrochloride,Drug
IV PROMETHEAZINE 6. 25 MG STAT : THEN PRN,promethazine hydrochloride,Drug
FUNBACT CREAM BD X 2/52,"ketoconazole, clobetasol propionate, neomycin sulfate",Drug
TAB VASOPRIL 75 MG DLY;,aspirin,Drug
cough syrup 10mls bd x 5/7...  tab loratadine 5mg bd x 5/7...  antallarge eye drop 1 bd x 5/7,tetrahydrozoline,Drug
Tab Atorvastatin 20mg nocte for 1/12,atorvastatin,Drug
4hrly nebulization with 2.5mg salbutamol + 125mcg ipratropium,albuterol / ipratropium bromide,Drug
IM TT 0.5mls stat. tab pcm 500mg tds x 3/7. lofnac gel PRN x 3/7.,"tetanus toxoid vaccine, inactivated",Drug
Vasoprin 75mg daily - 1/12,aspirin,Drug
I.M TT 0.5 mls start,"tetanus toxoid vaccine, inactivated",Drug
ORS 70ml for every loose stool,"glucose, potassium chloride, sodium chloride",Drug
Tabs Ferrous 200mg daily x 7/7,ferrous sulfate,Drug
GUTT OFLXACIN QID 5/7 THEN TID7/7,ofloxacin,Drug
tabs diamox 500mg stat,acetazolamide,Drug
Tinizol 500mg TAB775,tinidazole,Drug
Tabs Daonil 5mg daily x 1/12,Glibenclamide,Drug
Tab Arthrocare 1 b.d x 2/52,"chondroitin sulfates, glucosamine hydrochloride",Drug
add oxytocin in to 5% DESTROSE SALINE,oxytocin,Drug
Penicillin ointment.,penicillin V,Drug
tab HCT 12.5mg dly*1/12,hydrochlorothiazide,Drug
TABS RAMIPRIL 5MG DAILY X1/12,ramipril,Drug
tabs nomoretic 1 daily for 1 month,amiloride hydrochloride / hydrochlorothiazide,Drug
"tab doxycycline 100mg bd * 5/7, tab secnidazole 2gm stat",secnidazole,Drug
tabs ferrous 2 daily x4weeks,ferrous sulfate,Drug
pennicilline ointment left eye 6hrly x5days.,penicillin V,Drug
Tabs doxazosin 4mg dly x 1/12,doxazosin,Drug
susp. MMT 15mls bd x 1/52,aluminum hydroxide / magnesium trisilicate,Drug
Tabs propanolol 10mg bd x 5/7,propranolol,Drug
s/c actrapid 8units starts,"insulin, regular, human",Drug
TABS VENTOLIN 4MG BD X5DAYS.,albuterol,Drug
meningtis,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen,Drug
penicillin ointment applied tds after cleaning with water,penicillin V,Drug
Ketoconazole cream topically applied at the vagina bd 1/52,ketoconazole,Drug
to commence HAART,efavirenz / lamivudine / tenofovir disoproxil fumarate,Drug
EYE CAP 1 OD X 3/12,ascorbic acid / beta carotene / cuprous oxide / alpha tocopheryl acetate / lutein / sodium selenate / zinc oxide,Drug
TAB FOLIC ACID 1 DLY: TAB FERROTONE 1 BLY 1/12,folic acid,Drug
DORBAXIN FORTE,acetaminophen / methocarbamol,Drug
im T.T 0.5 mls stat;,"tetanus toxoid vaccine, inactivated",Drug
tab vasoprin 1 dly x1/12,aspirin,Drug
syrup astymin 5mls daily x 1/12,ascorbic acid / cholecalciferol / folic acid / niacin / riboflavin / sodium fluoride / thiamine / vitamin a / vitamin b12 / vitamin b6 / vitamin e,Drug
Syrup Neophylline,ammonium chloride / chlorpheniramine / citric acid / menthol,Drug
LIQUID PARAFFIN 10MLS NOCTE FOR 2/7,paraffin,Drug
tab fredcal 1 daily x 30/7,calcium carbonate / cholecalciferol,Drug
iv odansetron 8mg stat,ondansetron hydrochloride,Drug
tab clarithromycin 500mg bd x 1/52;,clarithromycin,Drug
p.o erythromycin 250mg qds for 5/7,erythromycin,Drug
"tab erythromycin 500mg tds*5/7, strepsils tds",erythromycin,Drug
"IM promethazine 25mg stat, tabs loperamide 4mg stat, then 2mg per loose stool",loperamide,Drug
tabs perindopril 5mg daily x 1/12,perindopril,Drug
5% D/W 85ml + 85mg quinine + 2ccbco over 4 hours 8 hourly X 4 doses,"glucose, quinine sulfate, vitamin B complex",Drug
dequadine 1 tds x3/7;,dequalinium chloride,Drug
IM Pentazocine 45mg + IM Promethazine 25mg 6hrly,"pentazocine, promethazine",Drug
massage now now balm,Capsicum extract,Drug
Acetylsalicilate cream,acetylsalicylsalicylic acid,Drug
CLOTRIMAZOLE CREAM APPLIED BD 1/52,clotrimazole,Drug
tabs azithromycin 500mg for 5 days,azithromycin,Drug
TAB BUSCOPAN 10MG BD X 2/7,hyoscyamine,Drug
IM Artemeter 40mg + IM Cq 2cc + IM Promethazine 12.5mg,"artemether, chloroquine, promethazine",Drug
chloramphenicol eye drop 1 tds 5/7: syr vit c 5 mls tds 1/52,chloramphenicol,Drug
"tabs loratidine 10mg bd x 5/7, Antallerge eye drop bd, Tabs vit c 200mg tds x 1/52",tetrahydrozoline hydrochloride,Drug
nebulize with 2.5mg salbutamol + 2mg dexamethasone x 2doses,albuterol,Drug
paediatric otrivin nasal drops 1 bd x 5/7,xylometazoline,Drug
tab hyoscine 10 mg dly 3/7;,hyoscyamine,Drug
"tab ampiclox 500mg qds  x 5/7, tab zinc 1 dly x 1/52",zinc,Drug
zinc sulfate 20mg,zinc,Drug
Topical Antifungal+ Antibacterial + Hydrocortisone + Zinc cream,zinc,Drug
tabs baby zinc,zinc,Drug
tab zinc 5mg daily x 10/7,zinc,Drug
tab zinc 10mg daily x 10/7.,zinc,Drug
IVF 0.9%N/S 500MLS STAT THEN IVF5%D/S 500MLS ALT WITH IVF5% D/W 500MLS 8HOURLY X 48HRS,glucose,Drug
1. 50mls of 50% dextrose 1 in 1 dilution 8hrly,glucose,Drug
10% DEXTROSE WATER 500ML STAT,glucose,Drug
5% D/Water,glucose,Drug
IV dextrose 500mls stat,glucose,Drug
IVF DW 500ML 12HRLY X 24HRS,glucose,Drug
10% D/W 500ml + 5ccbco,glucose,Drug
IV 5 % D/water 500mls to alternate with Normal saline 500mls 4 hourly,glucose,Drug
IV fluid 5% D/water 500mls stat,glucose,Drug
IVF 5% DEXTROSE @ 71MLS/HR,glucose,Drug
IVF RINGERS LACTATE 450+50MLS OF 50% D/W TO RUN AT 64MLS/HOUR,glucose,Drug
ivf 5% dextrose @ 83mls/hr,glucose,Drug
IV Fluid 0.9% N/saline to alternate with 5% D/water 500mls 8hourly,glucose,Drug
iv ringers lactate alt with 5% d/w 1l 8hourly,glucose,Drug
IVF 5% D/Saline 1L stat (Add 20mls of 50% D/Water),glucose,Drug
IVF 5% D/WATER 500MLS ALTERNATE WITH 0.9%N/SALINE 500MLS 4HRLY,glucose,Drug
tab diazepam 10mg nocte,diazepam,Drug
Tab diazepam 5mg nocte x 4/7;,diazepam,Drug
IM DIAZEPAM 20MG STATS,diazepam,Drug
IV DIAZEPAM 20MG STAT,diazepam,Drug
tab lexotan 1.5mg dlyX3/7,diazepam,Drug
"Tabs Triptizol 25mg nocte x 6/52, tabs Nitrazepam 5mg nocte x 1/52. Tabs Omeprazole 20mg bd x2/52, Tabs buscopan 10mg bd x1/52",diazepam,Drug
tabs Diazepam 5mg daily for 1 week,diazepam,Drug
im/iv diazepam 2.7mg prn,diazepam,Drug
TAB LEXOTAN 1.5MG  NOCTX3/7,diazepam,Drug
TABS LEXOTAN 3MG STAT,diazepam,Drug
IV DIAZEPAM 0.3MG/KG PRN,diazepam,Drug
tab lexotan 1.5 mg nocte 4/7;,diazepam,Drug
"tab diazepam 2.5mg am, 5mg nocte",diazepam,Drug
Lexotan 1.5mg nocte stat.,diazepam,Drug
TABS LEXOTAN I.5MG NOCTE X 2/7,diazepam,Drug
Tab Lexotan 3mg stat. Then 3 mg nocte for 4 days,diazepam,Drug
IV DIAZEPAM 5MG/KG 6HRLY X24HRS,diazepam,Drug
"IM DIAZEPAM 1MG STAT, REPEAT IF CONVULSION OCCURS",diazepam,Drug
IV ddiazepam 5mg stat,diazepam,Drug
tab lexotan 1.5mg nocte x 4/7,diazepam,Drug
"Tab Lexotan 1.5mg stat, then 1.5mg nocte x 3/7",diazepam,Drug
tab ibuprofen 400mg bd for 2 days,ibuprofen,Drug
ibuprofen 200mg bd x 5/7,ibuprofen,Drug
syrup fleming 2.5mls bd x 10/7... syrup ibuprofen 5mls bd x 5/7,ibuprofen,Drug
SYRUP IBUPROFEN 200MG BD,ibuprofen,Drug
ALT SYR PCM AND IBUPROFEN 5 MLS 6 HRLY 3/7,ibuprofen,Drug
syrup ibuprofen 200mg tds x4/7,ibuprofen,Drug
syr ibuprofen 5mls tds for 1wk,ibuprofen,Drug
SYR IBUPROFEN 2.5ML BD X 5/7,ibuprofen,Drug
syrup ibuprofen 5mld bd x 5/7.. syrup vit c 5mls bd x 1/52... syrup cefuroxime 5mls bd x 5/57,ibuprofen,Drug
Tab Ibruprofen 400mg bd x 3/7,ibuprofen,Drug
syrup ibruprofen 5mls 6hourly .,ibuprofen,Drug
IM amflux 1g stat  syrup floxapen 5mls 6hourly  syrup ibruprofen to alt with  pcm 5mls 6hourly  im diclofenac 50mg stat,ibuprofen,Drug
Syrup Ibuprofen 5mls tds x3/7,ibuprofen,Drug
SYR IBUPROFEN 2.5MLS BD FOR 3/7,ibuprofen,Drug
tab ibruprofen 400mg i bd 1/52,ibuprofen,Drug
SYR IBUPROFEN 5 MLS ALT WITH SYR PCM 7.5 MLS 4-6 HRLY 3/7,ibuprofen,Drug
"IM PCM 150mg stat, syrup ibuprofen 5mls tds x 5/7",ibuprofen,Drug
syrup pcm to alternate with ibruprofen 3mls 6hourly,ibuprofen,Drug
"tab ibuprofen 400mg tds x 5/7,.",ibuprofen,Drug
TAB ACT 80/480 MG BD 3/7: TAB IBUPROFEN 400 MG BD 4/7,ibuprofen,Drug
IM EMAL 24MG STAT  IM CEFTRIAXONE 1G STAT THEN SYRUP MARCFIX 5MLS BD FOR 1 WEEK  SYRUP ARTHEJET 5MLS BD FOR 3 DAYS  SYRUP PIRITON 5MLS NOCTE  SYRUP VITAMIN C 5MLS TDS  SYRUP PCM TO ALTERNATE WITH IBRUPROFEN 5MLS 6HOURLY,ibuprofen,Drug
tab ibuprofen 400mg tds x 3/7;,ibuprofen,Drug
syrup ibuprofen 5cc t.d.s for 3/7,ibuprofen,Drug
SYR IBUPROFEN 4MLS BD FOR 5/7,ibuprofen,Drug
"tab act 20/120mg (II) bd x 3/7, syrup ibuprofen 5mls tds x 5/7, syrup augmentin 5mls bd x 1/52",ibuprofen,Drug
TAB S-amlodipine 2.5mg OD X 1/52,amlodipine,Drug
TABS AMLODIPINE 10MG BD X 10/7,amlodipine,Drug
tabs amlodipine 10mgdly x 10/7,amlodipine,Drug
abs finesteride 5mg daily x1/12 tabs doxazocin 4mg daily x1/12 Tab Amlodipine 10mg dly x1/12,amlodipine,Drug
AMLODIPINE  10MG DAILY X,amlodipine,Drug
tab amlodipine 10mg * 1/12,amlodipine,Drug
Cont Tab amlodipine 5mg daily x 2/52,amlodipine,Drug
"lisinopril 10mg daily * 1/12, tab amlodipine 10mg daily * 1/12, tab clopidogrel 75mg daily * 1/12",amlodipine,Drug
tabs amlodipine 10mg dly x 1mnth,amlodipine,Drug
sublingual nifedipine 20mg stat  tabs amlodipine 10mg dly x 1/12  tabs diazepam 5mg nocte x 5/7.,amlodipine,Drug
taba amlodipine 10mg daily for 1 month,amlodipine,Drug
tabs amlodipine 10mg :  Patient stock,amlodipine,Drug
IM ARTHEMETER 180MG DAILY FOR 2/7,artemether,Drug
"im emal 150mg stat, tab remal 3-3-3, tab pcm 2 tds * 5/7, tab dequadin1 qds * 4/7, tab fleming 625mg bd * 5/7, syrup cofex 10mls bd * 5/7",artemether,Drug
IM ATEMETER 16OMG X3/7,artemether,Drug
"IM Emal 30mg stat, dispersible act 1 bd x 3/7",artemether,Drug
"IM Emal 150mg dly x 3/7, tab fansidar 3 stat",artemether,Drug
IM EMAL 150MG * 2 MORE DAYS,artemether,Drug
"IM Emal 240mg stat, tab act 80/480 1bd x3/7, tab pcm + orphenadrine 11 tds x 3/7",artemether,Drug
"IM ARTHEMETER 150MG STAT,,,",artemether,Drug
IM ARTHEMETERV 60MG +PCM 150MG STAT,artemether,Drug
"IM Artemether 35mg stat, then Dispersible Lonart 20/120mg bd x 3/7",artemether,Drug
IM Artemether 320mg stat,artemether,Drug
im arthemeter 75mg statt,artemether,Drug
im artemether 74mg daily x3days,artemether,Drug
im emal 22mg dly x 3/7,artemether,Drug
im emal 60mg dly x 3/7 then tab act ii bd x 3/7,artemether,Drug
"IM Atemether 60mg, 45mg dly x 2/7",artemether,Drug
IM ARTHEMETER 100MG DAILY X3DAYS,artemether,Drug
